Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,City,Category,Sub_Category,Product_Name,Quantity,Base_Price,Discount,Sales,Profit,Profit_Margin_Pct,Ship_Mode,Payment_Mode,Rating
ORD-20240759,2025-04-24,2025-04-27,CUST-1071,Daniel Deshmukh,Corporate,West,Phoenix,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,2,22,0.0,44.0,13.02,29.59,Standard Class,Debit Card,4
ORD-20241754,2025-04-24,2025-04-27,CUST-1095,Priya Reddy,Corporate,East,Washington D.C.,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,2,21,0.15,35.7,11.85,33.19,Standard Class,Credit Card,4
ORD-20241275,2025-04-25,2025-04-30,CUST-1067,Michael Singh,Consumer,Central,Nashville,Office Supplies,Binders & Organizers,Cable Management Tray Kit,2,25,0.05,47.5,13.32,28.04,Second Class,Cash on Delivery,4
ORD-20241253,2025-04-25,2025-04-30,CUST-1176,Sophia Gupta,Consumer,Central,Indianapolis,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,3,39,0.0,117.0,39.27,33.56,Standard Class,Net Banking,5
ORD-20240807,2025-04-26,2025-04-29,CUST-1087,Emily Wilson,Corporate,West,Los Angeles,Furniture,Chairs,Executive Leather Recliner,12,399,0.15,4069.8,284.44,6.99,Second Class,Credit Card,5
ORD-20240452,2025-04-26,2025-04-28,CUST-1058,Neha Singh,Consumer,South,Austin,Furniture,Storage,Modular Wooden Bookshelf,1,189,0.2,151.2,7.66,5.07,First Class,UPI / Instant Transfer,3
ORD-20241362,2025-04-26,2025-04-29,CUST-1106,Emily Chopra,Consumer,East,Baltimore,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,3,24,0.0,72.0,24.39,33.88,Standard Class,Debit Card,5
ORD-20241737,2025-04-27,2025-04-29,CUST-1094,Daniel Jones,Corporate,South,Miami,Technology,Accessories,Anker 100W Fast Charger,7,59,0.0,413.0,95.64,23.16,First Class,Net Banking,5
ORD-20240005,2025-05-01,2025-05-04,CUST-1193,Sophia Gupta,Home Office,South,Miami,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,1,28,0.0,28.0,11.0,39.29,Second Class,UPI / Instant Transfer,5
ORD-20241780,2025-05-01,2025-05-02,CUST-1140,Neha Smith,Home Office,West,Denver,Office Supplies,Stationery,Parker Fountain Pen Set,5,65,0.0,325.0,143.97,44.3,Standard Class,Credit Card,5
ORD-20241782,2025-05-02,2025-05-05,CUST-1008,Rahul Reddy,Home Office,North,New York,Furniture,Desks,Motorized Standing Desk 60x30,1,549,0.15,466.65,-13.08,-2.8,Standard Class,Credit Card,5
ORD-20240276,2025-05-03,2025-05-06,CUST-1010,Aarav Wilson,Corporate,Central,Indianapolis,Office Supplies,Binders & Organizers,Heavy Duty Ring Binders 6-Pack,11,29,0.0,319.0,100.37,31.46,First Class,Debit Card,4
ORD-20241177,2025-05-03,2025-05-06,CUST-1037,Olivia Deshmukh,Consumer,South,Austin,Furniture,Desks,L-Shaped Corner Workstation,2,329,0.25,493.5,-41.9,-8.49,Standard Class,Debit Card,5
ORD-20241492,2025-05-03,2025-05-06,CUST-1013,James Taylor,Corporate,East,Philadelphia,Office Supplies,Binders & Organizers,Heavy Duty Ring Binders 6-Pack,3,29,0.15,73.95,12.35,16.7,Second Class,Credit Card,5
ORD-20240737,2025-05-04,2025-05-07,CUST-1056,Vikram Davis,Home Office,West,Seattle,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,8,28,0.0,224.0,63.71,28.44,Standard Class,Credit Card,5
ORD-20240024,2025-05-05,2025-05-08,CUST-1048,Emily Williams,Corporate,North,Boston,Furniture,Chairs,Ergonomic Mesh Office Chair,1,249,0.1,224.1,47.4,21.15,Standard Class,Debit Card,5
ORD-20240155,2025-05-05,2025-05-07,CUST-1233,Michael Anderson,Corporate,East,Baltimore,Technology,Laptops,Dell XPS 13,5,1099,0.3,3846.5,-120.0,-3.12,Standard Class,Debit Card,5
ORD-20241344,2025-05-05,2025-05-08,CUST-1167,Rohan Reddy,Consumer,Central,Indianapolis,Technology,Laptops,Dell XPS 13,3,1099,0.0,3297.0,1128.85,34.24,Standard Class,Debit Card,3
ORD-20241580,2025-05-05,2025-05-08,CUST-1178,Olivia Chopra,Consumer,South,Dallas,Office Supplies,Stationery,Sharpie Highlighters Box,3,16,0.0,48.0,14.89,31.02,Same Day,Credit Card,1
ORD-20241498,2025-05-06,2025-05-08,CUST-1193,Sophia Gupta,Home Office,Central,Columbus,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,1,39,0.15,33.15,11.0,33.18,Second Class,Debit Card,5
ORD-20240709,2025-05-07,2025-05-08,CUST-1249,James Chopra,Home Office,East,Pittsburgh,Furniture,Desks,L-Shaped Corner Workstation,1,329,0.05,312.55,38.73,12.39,First Class,Credit Card,4
ORD-20240631,2025-05-07,2025-05-10,CUST-1145,Daniel Patel,Consumer,West,Seattle,Furniture,Lighting,Architect LED Desk Lamp,3,79,0.05,225.15,39.59,17.58,Second Class,Debit Card,5
ORD-20240741,2025-05-09,2025-05-11,CUST-1038,Sophia Reddy,Consumer,South,Dallas,Office Supplies,Stationery,Sharpie Highlighters Box,2,16,0.0,32.0,8.92,27.88,Second Class,Credit Card,5
ORD-20241184,2025-05-09,2025-05-12,CUST-1201,Vikram Reddy,Corporate,East,Baltimore,Furniture,Storage,Steel Storage Credenza,4,279,0.15,948.6,129.6,13.66,Standard Class,Credit Card,3
ORD-20241223,2025-05-12,2025-05-14,CUST-1100,Pooja Sharma,Consumer,South,Houston,Technology,Accessories,Logitech MX Master 3S Mouse,1,99,0.15,84.15,11.13,13.23,Standard Class,Cash on Delivery,5
ORD-20240772,2025-05-12,2025-05-13,CUST-1110,Emily Brown,Consumer,South,Austin,Technology,Laptops,Dell XPS 13,1,1099,0.0,1099.0,341.21,31.05,Second Class,UPI / Instant Transfer,4
ORD-20241248,2025-05-12,2025-05-14,CUST-1064,Arjun Wilson,Consumer,West,San Francisco,Technology,Smart Watches,Garmin Venu 3,1,449,0.0,449.0,142.31,31.69,Standard Class,UPI / Instant Transfer,5
ORD-20240720,2025-05-13,2025-05-15,CUST-1243,David Wilson,Home Office,North,Detroit,Office Supplies,Stationery,Parker Fountain Pen Set,1,65,0.1,58.5,12.23,20.91,Standard Class,UPI / Instant Transfer,5
ORD-20241176,2025-05-13,2025-05-16,CUST-1128,Ananya Brown,Home Office,West,Denver,Technology,Smart Watches,Garmin Venu 3,1,449,0.25,336.75,40.39,11.99,Standard Class,UPI / Instant Transfer,5
ORD-20240330,2025-05-14,2025-05-16,CUST-1068,Kavita Brown,Corporate,East,Washington D.C.,Technology,Laptops,Lenovo ThinkPad X1,3,1299,0.0,3897.0,984.85,25.27,Standard Class,Credit Card,5
ORD-20240767,2025-05-14,2025-05-15,CUST-1197,Sarah Chopra,Corporate,East,Washington D.C.,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.0,119.0,18.32,15.39,First Class,UPI / Instant Transfer,5
ORD-20241525,2025-05-16,2025-05-18,CUST-1050,Arjun Gupta,Consumer,Central,Nashville,Furniture,Desks,Motorized Standing Desk 60x30,4,549,0.0,2196.0,653.81,29.77,Standard Class,Credit Card,5
ORD-20240177,2025-05-17,2025-05-22,CUST-1201,Vikram Reddy,Corporate,South,Miami,Furniture,Storage,Modular Wooden Bookshelf,6,189,0.05,1077.3,172.13,15.98,Standard Class,Credit Card,4
ORD-20241753,2025-05-18,2025-05-22,CUST-1021,Sarah Anderson,Corporate,East,Baltimore,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,12,24,0.1,259.2,91.19,35.18,Second Class,Credit Card,5
ORD-20241524,2025-05-18,2025-05-21,CUST-1159,Kavita Jones,Consumer,North,Detroit,Furniture,Lighting,Architect LED Desk Lamp,1,79,0.0,79.0,14.58,18.46,Standard Class,UPI / Instant Transfer,4
ORD-20241374,2025-05-19,2025-05-23,CUST-1110,Emily Brown,Consumer,West,Los Angeles,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,3,24,0.05,68.4,16.61,24.28,First Class,Credit Card,2
ORD-20241282,2025-05-19,2025-05-23,CUST-1240,Jessica Williams,Consumer,South,Atlanta,Technology,Smart Watches,Apple Watch Series 9,1,399,0.0,399.0,89.16,22.35,Second Class,UPI / Instant Transfer,4
ORD-20241309,2025-05-21,2025-05-24,CUST-1142,Alex Miller,Consumer,East,Philadelphia,Office Supplies,Paper & Notebooks,Spiral Dot Grid Notebook Pack,1,19,0.0,19.0,5.43,28.58,Standard Class,UPI / Instant Transfer,5
ORD-20240674,2025-05-21,2025-05-24,CUST-1149,Priya Taylor,Consumer,West,Phoenix,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,1,24,0.0,24.0,6.66,27.75,Standard Class,Credit Card,5
ORD-20241167,2025-05-22,2025-05-25,CUST-1048,Emily Williams,Corporate,West,Seattle,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,1,39,0.0,39.0,16.01,41.05,First Class,UPI / Instant Transfer,5
ORD-20240041,2025-05-22,2025-05-27,CUST-1033,James Johnson,Consumer,Central,Nashville,Furniture,Chairs,Gaming Bucket Chair,1,199,0.2,159.2,19.35,12.15,Standard Class,Credit Card,5
ORD-20241643,2025-05-23,2025-05-26,CUST-1048,Emily Williams,Corporate,North,Detroit,Technology,Laptops,MacBook Air M2,1,1199,0.0,1199.0,416.97,34.78,Standard Class,Credit Card,4
ORD-20241449,2025-05-24,2025-05-27,CUST-1055,Sarah Reddy,Corporate,West,Seattle,Technology,Laptops,Dell XPS 13,4,1099,0.0,4396.0,1298.38,29.54,Standard Class,Net Banking,4
ORD-20240877,2025-05-24,2025-05-25,CUST-1148,Pooja Williams,Consumer,West,Seattle,Technology,Phones,Samsung Galaxy S24,5,849,0.0,4245.0,1417.02,33.38,Standard Class,Net Banking,5
ORD-20240482,2025-05-24,2025-05-26,CUST-1164,Sophia Chopra,Corporate,North,New York,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,1,21,0.0,21.0,9.43,44.9,Standard Class,Credit Card,4
ORD-20240855,2025-05-25,2025-05-26,CUST-1071,Daniel Deshmukh,Corporate,West,Los Angeles,Technology,Smart Watches,Apple Watch Series 9,2,399,0.0,798.0,276.75,34.68,Standard Class,UPI / Instant Transfer,5
ORD-20240627,2025-05-25,2025-05-28,CUST-1113,Sarah Brown,Home Office,West,Denver,Technology,Laptops,Dell XPS 13,2,1099,0.05,2088.1,340.24,16.29,Standard Class,Credit Card,5
ORD-20240165,2025-05-26,2025-05-30,CUST-1166,Vikram Johnson,Corporate,East,Richmond,Technology,Phones,Samsung Galaxy S24,12,849,0.05,9678.6,2985.24,30.84,First Class,UPI / Instant Transfer,5
ORD-20240519,2025-05-26,2025-05-30,CUST-1243,David Wilson,Home Office,West,Seattle,Technology,Phones,Google Pixel 8,2,699,0.0,1398.0,301.41,21.56,Standard Class,Credit Card,2
ORD-20241436,2025-05-26,2025-05-31,CUST-1177,Arjun Iyer,Corporate,South,Houston,Furniture,Lighting,Ambient Floor Standing Lamp,2,119,0.0,238.0,55.71,23.41,Standard Class,Credit Card,5
ORD-20240771,2025-05-27,2025-05-28,CUST-1176,Sophia Gupta,Consumer,South,Atlanta,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,8,34,0.1,244.8,71.57,29.24,Standard Class,Credit Card,5
ORD-20240030,2025-05-27,2025-05-30,CUST-1113,Sarah Brown,Home Office,North,Minneapolis,Technology,Smart Watches,Garmin Venu 3,1,449,0.0,449.0,151.0,33.63,Standard Class,Debit Card,2
ORD-20240413,2025-05-28,2025-05-30,CUST-1016,Michael Mehta,Consumer,East,Pittsburgh,Technology,Accessories,Logitech MX Master 3S Mouse,1,99,0.2,79.2,5.09,6.43,Standard Class,Cash on Delivery,5
ORD-20240404,2025-05-28,2025-05-31,CUST-1179,Michael Chopra,Home Office,South,Dallas,Furniture,Desks,L-Shaped Corner Workstation,1,329,0.05,312.55,49.02,15.68,Standard Class,Debit Card,1
ORD-20241687,2025-05-29,2025-06-02,CUST-1128,Ananya Brown,Home Office,Central,Nashville,Office Supplies,Binders & Organizers,Heavy Duty Ring Binders 6-Pack,1,29,0.0,29.0,12.09,41.69,Standard Class,Credit Card,3
ORD-20240419,2025-05-29,2025-06-02,CUST-1121,Jessica Deshmukh,Corporate,East,Washington D.C.,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.0,119.0,19.32,16.24,Standard Class,UPI / Instant Transfer,5
ORD-20241497,2025-05-29,2025-06-03,CUST-1246,Jessica Taylor,Home Office,South,Miami,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,2,28,0.2,44.8,12.46,27.81,Standard Class,UPI / Instant Transfer,5
ORD-20241591,2025-05-30,2025-06-02,CUST-1138,Rahul Verma,Corporate,East,Baltimore,Office Supplies,Paper & Notebooks,Spiral Dot Grid Notebook Pack,2,19,0.1,34.2,8.05,23.54,Standard Class,UPI / Instant Transfer,5
ORD-20240560,2025-05-31,2025-06-04,CUST-1111,Rahul Singh,Consumer,Central,St. Louis,Technology,Smart Watches,Samsung Galaxy Watch 6,1,299,0.05,284.05,59.58,20.98,First Class,Credit Card,5
ORD-20240729,2025-05-31,2025-06-01,CUST-1128,Ananya Brown,Home Office,North,Boston,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,4,28,0.25,84.0,11.6,13.81,Standard Class,UPI / Instant Transfer,5
ORD-20240388,2025-06-02,2025-06-05,CUST-1048,Emily Williams,Corporate,North,Minneapolis,Furniture,Desks,L-Shaped Corner Workstation,11,329,0.15,3076.15,419.17,13.63,Same Day,Net Banking,4
ORD-20240444,2025-06-02,2025-06-03,CUST-1124,James Wilson,Consumer,Central,Indianapolis,Technology,Accessories,Anker 100W Fast Charger,3,59,0.05,168.15,32.51,19.33,Standard Class,Net Banking,5
ORD-20241221,2025-06-02,2025-06-05,CUST-1129,Emily Miller,Consumer,South,Houston,Furniture,Lighting,Architect LED Desk Lamp,1,79,0.0,79.0,16.35,20.7,Standard Class,UPI / Instant Transfer,5
ORD-20240124,2025-06-03,2025-06-07,CUST-1137,Rahul Iyer,Consumer,West,Phoenix,Furniture,Lighting,Architect LED Desk Lamp,1,79,0.1,71.1,1.87,2.63,Standard Class,UPI / Instant Transfer,5
ORD-20240942,2025-06-04,2025-06-07,CUST-1072,Daniel Singh,Consumer,North,Chicago,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.05,113.05,18.5,16.36,Standard Class,UPI / Instant Transfer,5
ORD-20240639,2025-06-04,2025-06-08,CUST-1099,Pooja Taylor,Consumer,North,Boston,Technology,Accessories,Anker 100W Fast Charger,2,59,0.0,118.0,40.79,34.57,Standard Class,Credit Card,4
ORD-20241130,2025-06-04,2025-06-07,CUST-1046,Rahul Taylor,Corporate,Central,St. Louis,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,6,24,0.1,129.6,48.3,37.27,Standard Class,Debit Card,5
ORD-20241739,2025-06-06,2025-06-09,CUST-1057,Emily Patel,Consumer,South,Atlanta,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,1,22,0.15,18.7,3.57,19.09,First Class,Credit Card,5
ORD-20241029,2025-06-07,2025-06-11,CUST-1218,Michael Sharma,Corporate,South,Houston,Furniture,Desks,Motorized Standing Desk 60x30,6,549,0.0,3294.0,814.49,24.73,Standard Class,Credit Card,3
ORD-20241696,2025-06-07,2025-06-10,CUST-1227,Alex Chopra,Home Office,North,Boston,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,2,22,0.05,41.8,8.88,21.24,Standard Class,Credit Card,5
ORD-20240285,2025-06-07,2025-06-08,CUST-1186,Arjun Deshmukh,Corporate,North,Boston,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,8,22,0.05,167.2,66.89,40.01,Standard Class,Credit Card,5
ORD-20240980,2025-06-07,2025-06-11,CUST-1109,Emily Reddy,Consumer,West,Seattle,Furniture,Chairs,Executive Leather Recliner,2,399,0.0,798.0,184.02,23.06,First Class,Credit Card,5
ORD-20241199,2025-06-07,2025-06-08,CUST-1004,Priya Wilson,Corporate,South,Dallas,Furniture,Desks,L-Shaped Corner Workstation,5,329,0.0,1645.0,202.07,12.28,Standard Class,Cash on Delivery,4
ORD-20240001,2025-06-07,2025-06-10,CUST-1231,Rahul Johnson,Corporate,South,Atlanta,Furniture,Storage,3-Drawer Mobile Filing Cabinet,7,149,0.0,1043.0,275.52,26.42,First Class,Credit Card,5
ORD-20241531,2025-06-08,2025-06-11,CUST-1224,Michael Brown,Consumer,Central,Columbus,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,4,28,0.15,95.2,20.19,21.21,Standard Class,Debit Card,5
ORD-20241000,2025-06-08,2025-06-10,CUST-1077,Daniel Sharma,Corporate,Central,Nashville,Technology,Laptops,Dell XPS 13,3,1099,0.25,2472.75,176.75,7.15,First Class,UPI / Instant Transfer,4
ORD-20241551,2025-06-08,2025-06-11,CUST-1116,Neha Williams,Home Office,North,Boston,Office Supplies,Binders & Organizers,Desktop Acrylic Organizer,4,34,0.0,136.0,46.14,33.93,Standard Class,Credit Card,4
ORD-20240949,2025-06-09,2025-06-12,CUST-1019,Rohan Williams,Consumer,East,Philadelphia,Furniture,Chairs,Steelcase Series 1 Task Chair,1,499,0.05,474.05,49.51,10.44,First Class,UPI / Instant Transfer,4
ORD-20241562,2025-06-11,2025-06-15,CUST-1122,Arjun Jones,Home Office,South,Miami,Office Supplies,Paper & Notebooks,Moleskine Executive Journal,4,24,0.1,86.4,32.24,37.31,Standard Class,Credit Card,5
ORD-20240743,2025-06-11,2025-06-14,CUST-1152,Olivia Patel,Consumer,West,San Francisco,Office Supplies,Packaging Supplies,Bubble Cushion Wrap Roll,1,28,0.0,28.0,9.86,35.21,Standard Class,Credit Card,4
ORD-20240117,2025-06-11,2025-06-14,CUST-1082,Neha Reddy,Corporate,South,Houston,Technology,Accessories,Anker 100W Fast Charger,1,59,0.0,59.0,17.25,29.24,Second Class,UPI / Instant Transfer,4
ORD-20240890,2025-06-12,2025-06-14,CUST-1190,Rohan Gupta,Consumer,West,San Francisco,Technology,Laptops,Lenovo ThinkPad X1,2,1299,0.1,2338.2,284.53,12.17,Same Day,Credit Card,4
ORD-20240996,2025-06-13,2025-06-16,CUST-1048,Emily Williams,Corporate,West,San Francisco,Furniture,Storage,Modular Wooden Bookshelf,3,189,0.0,567.0,159.42,28.12,Standard Class,Debit Card,5
ORD-20240106,2025-06-14,2025-06-17,CUST-1144,Ananya Verma,Consumer,North,Boston,Furniture,Lighting,Architect LED Desk Lamp,10,79,0.0,790.0,106.68,13.5,Standard Class,Credit Card,5
ORD-20240663,2025-06-14,2025-06-17,CUST-1174,Vikram Mehta,Consumer,South,Atlanta,Technology,Phones,OnePlus 12,1,649,0.25,486.75,2.54,0.52,First Class,Credit Card,5
ORD-20240205,2025-06-15,2025-06-18,CUST-1003,Pooja Gupta,Corporate,North,Boston,Technology,Smart Watches,Garmin Venu 3,1,449,0.0,449.0,107.93,24.04,Standard Class,UPI / Instant Transfer,5
ORD-20240123,2025-06-15,2025-06-18,CUST-1156,Rahul Smith,Consumer,Central,Indianapolis,Furniture,Storage,3-Drawer Mobile Filing Cabinet,1,149,0.1,134.1,7.2,5.37,Standard Class,UPI / Instant Transfer,5
ORD-20240944,2025-06-15,2025-06-17,CUST-1226,Priya Williams,Consumer,Central,St. Louis,Technology,Accessories,Keychron K2 Mechanical Keyboard,1,89,0.0,89.0,24.65,27.7,First Class,Credit Card,5
ORD-20241797,2025-06-15,2025-06-18,CUST-1204,Ananya Smith,Home Office,East,Pittsburgh,Furniture,Desks,Minimalist Solid Wood Desk,1,419,0.0,419.0,86.77,20.71,Standard Class,UPI / Instant Transfer,5
ORD-20241386,2025-06-16,2025-06-19,CUST-1084,Rohan Miller,Consumer,Central,St. Louis,Office Supplies,Stationery,Sharpie Highlighters Box,1,16,0.2,12.8,1.58,12.34,Second Class,Credit Card,4
ORD-20241439,2025-06-16,2025-06-18,CUST-1068,Kavita Brown,Corporate,West,San Francisco,Technology,Smart Watches,Samsung Galaxy Watch 6,1,299,0.05,284.05,66.44,23.39,Second Class,UPI / Instant Transfer,5
ORD-20240331,2025-06-17,2025-06-20,CUST-1071,Daniel Deshmukh,Corporate,East,Richmond,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,2,22,0.1,39.6,8.05,20.33,Standard Class,UPI / Instant Transfer,5
ORD-20240297,2025-06-18,2025-06-21,CUST-1028,Rahul Patel,Consumer,North,Chicago,Furniture,Desks,Minimalist Solid Wood Desk,3,419,0.05,1194.15,256.71,21.5,Second Class,Credit Card,5
ORD-20240816,2025-06-19,2025-06-23,CUST-1088,Ananya Mehta,Corporate,West,San Francisco,Furniture,Storage,Modular Wooden Bookshelf,3,189,0.2,453.6,-22.31,-4.92,Standard Class,UPI / Instant Transfer,5
ORD-20241752,2025-06-19,2025-06-21,CUST-1047,Michael Chopra,Consumer,South,Atlanta,Technology,Accessories,Anker 100W Fast Charger,3,59,0.0,177.0,59.78,33.77,First Class,Credit Card,5
ORD-20240405,2025-06-20,2025-06-22,CUST-1019,Rohan Williams,Consumer,East,Pittsburgh,Furniture,Chairs,Ergonomic Mesh Office Chair,2,249,0.05,473.1,93.28,19.72,Standard Class,UPI / Instant Transfer,5
ORD-20240934,2025-06-21,2025-06-24,CUST-1082,Neha Reddy,Corporate,East,Washington D.C.,Office Supplies,Binders & Organizers,Heavy Duty Ring Binders 6-Pack,8,29,0.0,232.0,89.79,38.7,Standard Class,Credit Card,2
ORD-20241368,2025-06-21,2025-06-25,CUST-1003,Pooja Gupta,Corporate,South,Dallas,Technology,Phones,Apple iPhone 15 Pro,1,999,0.05,949.05,174.19,18.35,First Class,UPI / Instant Transfer,5
ORD-20241040,2025-06-21,2025-06-24,CUST-1124,James Wilson,Consumer,West,Los Angeles,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,1,39,0.0,39.0,16.38,42.0,Standard Class,UPI / Instant Transfer,4
ORD-20240110,2025-06-22,2025-06-25,CUST-1105,Pooja Mehta,Home Office,Central,Kansas City,Technology,Accessories,Sony WH-1000XM5 Headphones,1,349,0.1,314.1,69.21,22.03,First Class,Credit Card,3
ORD-20240589,2025-06-22,2025-06-26,CUST-1047,Michael Chopra,Consumer,West,Los Angeles,Technology,Smart Watches,Garmin Venu 3,1,449,0.0,449.0,138.0,30.73,Same Day,Credit Card,1
ORD-20240371,2025-06-23,2025-06-27,CUST-1008,Rahul Reddy,Home Office,North,Boston,Furniture,Lighting,Ambient Floor Standing Lamp,8,119,0.05,904.4,191.32,21.15,First Class,Debit Card,5
ORD-20240471,2025-06-24,2025-06-28,CUST-1088,Ananya Mehta,Corporate,North,Chicago,Office Supplies,Stationery,Pilot G2 Gel Pens Bulk Pack,3,22,0.0,66.0,20.98,31.79,Second Class,Credit Card,4
ORD-20241751,2025-06-25,2025-06-27,CUST-1248,James Jones,Home Office,East,Baltimore,Technology,Accessories,Logitech MX Master 3S Mouse,1,99,0.15,84.15,17.43,20.71,First Class,Net Banking,1
ORD-20240628,2025-06-25,2025-06-27,CUST-1055,Sarah Reddy,Corporate,West,Denver,Technology,Laptops,Lenovo ThinkPad X1,5,1299,0.15,5520.75,1191.5,21.58,Standard Class,Credit Card,5
ORD-20241620,2025-06-27,2025-07-01,CUST-1236,Kavita Brown,Corporate,South,Dallas,Technology,Phones,Google Pixel 8,3,699,0.2,1677.6,139.35,8.31,Standard Class,Credit Card,5
ORD-20240867,2025-06-27,2025-06-30,CUST-1068,Kavita Brown,Corporate,North,Minneapolis,Technology,Accessories,Anker 100W Fast Charger,1,59,0.05,56.05,14.75,26.32,First Class,UPI / Instant Transfer,5
ORD-20241311,2025-06-27,2025-06-30,CUST-1128,Ananya Brown,Home Office,East,Baltimore,Furniture,Chairs,Ergonomic Mesh Office Chair,8,249,0.0,1992.0,342.38,17.19,Standard Class,Net Banking,3
ORD-20241706,2025-06-30,2025-07-03,CUST-1042,Michael Verma,Consumer,West,Denver,Technology,Laptops,Dell XPS 13,3,1099,0.3,2307.9,62.57,2.71,First Class,UPI / Instant Transfer,3
ORD-20240451,2025-06-30,2025-07-01,CUST-1237,Michael Williams,Consumer,West,Phoenix,Technology,Phones,OnePlus 12,1,649,0.0,649.0,164.42,25.33,First Class,Debit Card,4
ORD-20240113,2025-06-30,2025-07-01,CUST-1165,Daniel Mehta,Consumer,South,Austin,Office Supplies,Stationery,Parker Fountain Pen Set,2,65,0.1,117.0,29.77,25.44,First Class,UPI / Instant Transfer,4
ORD-20240762,2025-07-01,2025-07-04,CUST-1063,James Davis,Corporate,Central,Nashville,Technology,Smart Watches,Apple Watch Series 9,11,399,0.2,3511.2,543.26,15.47,Second Class,Net Banking,5
ORD-20241236,2025-07-02,2025-07-05,CUST-1236,Kavita Brown,Corporate,East,Pittsburgh,Office Supplies,Packaging Supplies,Heavy Duty Packing Tape 6-Pack,12,21,0.1,226.8,41.66,18.37,Standard Class,Net Banking,4
ORD-20240227,2025-07-02,2025-07-05,CUST-1198,Pooja Singh,Home Office,South,Houston,Furniture,Lighting,Ambient Floor Standing Lamp,4,119,0.0,476.0,73.61,15.46,Standard Class,Credit Card,5
ORD-20240484,2025-07-02,2025-07-06,CUST-1092,Kavita Williams,Corporate,East,Baltimore,Furniture,Chairs,Ergonomic Mesh Office Chair,8,249,0.0,1992.0,432.79,21.73,Standard Class,Credit Card,4
ORD-20240352,2025-07-04,2025-07-08,CUST-1148,Pooja Williams,Consumer,East,Pittsburgh,Furniture,Lighting,Architect LED Desk Lamp,3,79,0.25,177.75,-7.72,-4.34,Second Class,Credit Card,5
ORD-20240055,2025-07-04,2025-07-06,CUST-1117,Michael Singh,Corporate,East,Richmond,Furniture,Desks,L-Shaped Corner Workstation,12,329,0.05,3750.6,310.81,8.29,Standard Class,Net Banking,5
ORD-20241218,2025-07-05,2025-07-09,CUST-1109,Emily Reddy,Consumer,Central,Nashville,Furniture,Lighting,Architect LED Desk Lamp,1,79,0.25,59.25,-6.84,-11.54,Standard Class,Credit Card,5
ORD-20240402,2025-07-06,2025-07-09,CUST-1084,Rohan Miller,Consumer,Central,Indianapolis,Technology,Phones,OnePlus 12,8,649,0.15,4413.2,590.39,13.38,Standard Class,Net Banking,5
ORD-20240764,2025-07-06,2025-07-10,CUST-1220,Ananya Taylor,Home Office,North,Boston,Furniture,Lighting,Ambient Floor Standing Lamp,1,119,0.0,119.0,22.18,18.64,Standard Class,UPI / Instant Transfer,5
ORD-20240552,2025-07-06,2025-07-09,CUST-1122,Arjun Jones,Home Office,Central,Indianapolis,Office Supplies,Paper & Notebooks,Premium Copy Paper 5-Pack,1,39,0.05,37.05,12.65,34.14,Standard Class,Credit Card,4
ORD-20240487,2025-07-07,2025-07-10,CUST-1128,Ananya Brown,Home Office,Central,Columbus,Technology,Phones,Google Pixel 8,1,699,0.15,594.15,135.31,22.77,Standard Class,Credit Card,5
ORD-20241089,2025-07-07,2025-07-11,CUST-1157,Pooja Mehta,Corporate,West,San Francisco,Furniture,Chairs,Gaming Bucket Chair,9,199,0.2,1432.8,28.22,1.97,First Class,Credit Card,5
ORD-20241231,2025-07-08,2025-07-12,CUST-1019,Rohan Williams,Consumer,South,Dallas,Office Supplies,Stationery,Parker Fountain Pen Set,2,65,0.3,91.0,17.61,19.35,Standard Class,Debit Card,5
ORD-20240634,2025-07-08,2025-07-11,CUST-1014,Arjun Sharma,Consumer,Central,Nashville,Technology,Smart Watches,Garmin Venu 3,4,449,0.0,1796.0,376.39,20.96,Standard Class,UPI / Instant Transfer,5
